year,valence,acousticness,danceability,energy,explicit,instrumentalness,liveness,speechiness
1921,0.3793266666666666,0.8868960000000005,0.4185973333333336,0.23181513333333337,0.04666666666666667,0.34487805886666656,0.20571,0.073662
1922,0.535549295774648,0.9385915492957747,0.4820422535211267,0.23781535211267593,0.0,0.43419486971830995,0.24071971830985917,0.1166549295774648
1923,0.6254924324324328,0.9572467913513515,0.5773405405405401,0.26240648648648646,0.0,0.371732725027027,0.22746216216216208,0.09394864864864867
1924,0.663725423728814,0.940199860169493,0.5498940677966102,0.3443466101694912,0.0,0.5817009136440677,0.23521906779661006,0.092089406779661
1925,0.6219287769784171,0.9626070503597138,0.5738633093525181,0.2785935251798561,0.0,0.4182973612230214,0.2376679856115108,0.11191798561151083
1926,0.43691045718432514,0.660817216981134,0.5998802612481859,0.2114670907111756,0.17126269956458637,0.3330931111175616,0.23236959361393322,0.4837036284470243
1927,0.6597004878048782,0.9361794552845558,0.6482682926829262,0.2643213008130081,0.01951219512195122,0.39132849865040653,0.16845024390243893,0.11360959349593502
1928,0.49571268834258525,0.9386165035685953,0.5342878667724027,0.20794779540047573,0.0,0.49483548013481354,0.17528937351308488,0.15991149881046796
1929,0.6365298319327733,0.6014265861344558,0.6476698529411761,0.24180073529411722,0.45168067226890757,0.21520403106092462,0.23600021008403335,0.49000073529411764
1930,0.6162376299376306,0.936714937370057,0.5181758835758836,0.3335239189189189,0.0036382536382536385,0.35220592816528057,0.22131086278586296,0.11990966735966746
1931,0.5131170807453418,0.8330399585921336,0.5952217391304357,0.2344967732919257,0.31262939958592134,0.22141964161490724,0.22742795031055896,0.4536189440993791
1932,0.5881599601593626,0.9357705179282878,0.5577976095617526,0.3020677290836656,0.0,0.22635657916334673,0.23249621513944224,0.1390073705179282
1933,0.5994099855282197,0.899897909117222,0.57029030390738,0.2798994211287988,0.004341534008683068,0.18394893968162077,0.20907192474674371,0.09112315484804634
1934,0.5588046712802772,0.8911487501730107,0.528705882352941,0.2621313148788928,0.0,0.276382266643599,0.2134525951557093,0.10245692041522483
1935,0.5455777997364957,0.7783855599472987,0.5558691699604746,0.24636697628458476,0.17918313570487485,0.22587329808959147,0.2292998682476943,0.3539123847167326
1936,0.5640635454545455,0.7723120800000007,0.5580055454545453,0.3083886092727274,0.0,0.2571099957181816,0.2214382727272726,0.27902936363636377
1937,0.5857894977168944,0.8654357853881286,0.5421572298325723,0.31104829528158273,0.0106544901065449,0.3270876216438359,0.22596773211567728,0.08567884322678843
1938,0.5149111092985317,0.9192803908646014,0.479977977161501,0.28098123980424156,0.0,0.37842463492659056,0.23711109298531802,0.09595725938009801
1939,0.5599248999999992,0.9087381000000005,0.5126828,0.2826715000000002,0.0,0.27768246941000013,0.2391015999999999,0.1284626999999999
1940,0.6167094700000009,0.8476440499999951,0.52189235,0.3108928949999999,0.1945,0.31684869986499986,0.26433510000000043,0.24295765000000014
1941,0.4794560416666661,0.8957376562500025,0.4804813541666676,0.2656431979166666,0.010416666666666666,0.44495163931249987,0.20183989583333312,0.09136520833333357
1942,0.47740885850178477,0.8529343703923857,0.4646338882282997,0.25607947086801436,0.0,0.392882047871581,0.21287841854934558,0.08367835909631392
1943,0.4954545070422531,0.9027523185915528,0.4551456338028168,0.27999004225352114,0.0,0.4098969234647892,0.23921070422535243,0.10571957746478874
1944,0.5406954787234041,0.9076531914893636,0.5001744680851068,0.25344144946808517,0.0013297872340425532,0.4492919654122334,0.23877194148936162,0.17328324468085093
1945,0.49136135000000014,0.7096568630000005,0.5191431500000011,0.22604441549999998,0.2605,0.2758942570149996,0.2030099500000001,0.30509729999999974
1946,0.3982538283062647,0.9199445823665853,0.4144450116009276,0.22217230858468667,0.001160092807424594,0.4861264096461711,0.21081832946635762,0.08800591647331797
1947,0.5082125454545455,0.9139650224242392,0.4713208484848491,0.2635512000000002,0.0,0.3475934179090908,0.22382939393939372,0.10056381818181823
1948,0.46214236842105255,0.9221549999999956,0.46336947368421094,0.242464841052632,0.08947368421052632,0.35548482238421036,0.21969357894736785,0.1643593157894739
1949,0.43041950000000007,0.9075328949999956,0.44219939999999963,0.24611461499999965,0.0,0.2977615361899994,0.20885855000000036,0.10299210000000003
1950,0.5516497000000001,0.8539413005999965,0.5042531000000008,0.3140711950000003,0.0465,0.24500082001499998,0.21695840000000038,0.1534527499999999
1951,0.44134755000000003,0.9022971956499974,0.4624800999999999,0.25466565500000005,0.0025,0.3084378555850002,0.21777739999999993,0.10850664999999993
1952,0.44313496204999947,0.8743009244999965,0.4570322000000001,0.25362601000000023,0.0255,0.2884126469300002,0.2329722999999998,0.1373617999999998
1953,0.42914205128205135,0.8909223502564074,0.43742605128205125,0.2661968307692306,0.002564102564102564,0.3183223943230766,0.22173405128205104,0.09008825641025649
1954,0.45234105000000024,0.8650197272999992,0.46563889999999947,0.264347385,0.0,0.29744000827999995,0.2178411499999996,0.10481329999999993
1955,0.4724154999999997,0.8405510069999986,0.48813120000000004,0.2950963400000001,0.0,0.21660442169000027,0.22143535000000006,0.0895582
1956,0.5084230500000003,0.8230569899999975,0.48781450000000065,0.30476112000000016,0.0,0.23876341778000018,0.18225715000000026,0.06231234999999992
1957,0.5110101538461542,0.7928023589743608,0.5034812307692305,0.2952791333333324,0.0,0.19452061616923086,0.18274856410256357,0.06435312820512826
1958,0.4976614999999994,0.7796118650000005,0.48002139999999954,0.3087957550000006,0.0,0.18124111005999985,0.2058408500000003,0.05699929999999995
1959,0.47841564102564216,0.7793927897435907,0.4821143076923083,0.31099440512820486,0.0,0.18814819406153835,0.1918429230769232,0.06787430769230776
1960,0.5239316756756759,0.767181484324326,0.4860292432432435,0.3411423783783781,0.0,0.17650215942162156,0.20786372972972983,0.0657835135135136
1961,0.5128512105263155,0.7519038684210535,0.4891655789473678,0.3395318673684203,0.0,0.26462325314210544,0.20891257894736814,0.059475947368420906
1962,0.5477920526315792,0.720607806842106,0.4931643684210523,0.37102569999999996,0.0,0.17147155094210545,0.20189573684210546,0.057739842105263124
1963,0.5415274500000008,0.7227048300000004,0.48162134999999995,0.3653538849999999,0.0005,0.18543231467999996,0.20374530000000027,0.05203614999999993
1964,0.55726042051282,0.6941005307692291,0.5041769743589742,0.394438825641026,0.0,0.1595978017794872,0.21723235897435958,0.06659446153846146
1965,0.5809506666666668,0.6099113295384619,0.5034505641025638,0.4490272461538461,0.0015384615384615385,0.11836594609230779,0.21383912820512843,0.05755646153846147
1966,0.5801445499999996,0.5248094599699997,0.5070204999999981,0.482208465,0.0,0.11512595556499994,0.21809309999999993,0.05596405000000007
1967,0.5507916958479243,0.5296103243521767,0.4926885942971483,0.44682383191595854,0.0005002501250625312,0.11894685467233619,0.19091765882941508,0.04909839919959968
1968,0.5659936500000002,0.49377024035000006,0.5010080999999997,0.4569696500000004,0.0,0.11277694928500002,0.21735095000000046,0.0589884999999999
1969,0.5547452849999999,0.4488463039999994,0.48809779999999986,0.4876251299999994,0.003,0.15945270816500012,0.20696589999999992,0.05497499999999995
1970,0.5720753999999992,0.46005711395000065,0.5063075000000004,0.495633050000001,0.0005,0.12756700308499988,0.21226880000000023,0.05168149999999994
1971,0.5749132500000002,0.4583362981000009,0.5042738499999999,0.49636125500000033,0.0005,0.12501788923,0.21491455000000015,0.059422400000000083
1972,0.5956881500000009,0.46004280519999935,0.5209994499999997,0.5045261799999999,0.0025,0.11488033375999977,0.20695495000000017,0.05487124999999998
1973,0.5921162000000004,0.41652418899999916,0.5154494500000005,0.536138249999999,0.001,0.09968022322999996,0.20137474999999977,0.05782575000000009
1974,0.5812744000000009,0.44720742260000007,0.51533975,0.5147236550000011,0.001,0.11636098351000007,0.2093463499999997,0.0573193499999999
1975,0.5694151500000002,0.43377388719500054,0.5209980000000007,0.5232085050000003,0.0055,0.11132203374499992,0.21544135000000025,0.06109844999999999
1976,0.5807332499999998,0.36147063210999936,0.5297624999999999,0.5538432500000001,0.001,0.12162904398000007,0.24903219999999993,0.06274994999999996
1977,0.58524655,0.3393025333750004,0.5333237000000017,0.560287959000001,0.0055,0.12772103194499998,0.22321405000000036,0.060854549999999966
1978,0.5895352500000014,0.32896857344999936,0.5407746000000005,0.5614288650000007,0.009,0.10038121450999994,0.21807094999999949,0.06275740000000009
1979,0.6099818000000005,0.29593224063,0.5620453,0.5910127149999996,0.009,0.11575137201500015,0.21344310000000027,0.06905859999999991
1980,0.5980580512820513,0.28495539763589706,0.5561523589743594,0.5977773948717964,0.0071794871794871795,0.1287510612717948,0.20375410256410267,0.05924861538461545
1981,0.5829518500000006,0.3012042267400006,0.5421846999999999,0.5993827249999998,0.013,0.14683794661999983,0.2250998999999999,0.05791599999999993
1982,0.5864384500000001,0.2895800382050001,0.5642594000000005,0.5909193894999996,0.025,0.10001638300000003,0.20100675,0.06585305000000008
1983,0.5721198999999989,0.29477789163000007,0.5456292999999998,0.6014252350000012,0.015,0.14541052329000043,0.1989224500000002,0.06688600000000006
1984,0.5516387100000003,0.28770958034500077,0.5303089499999987,0.5910916750000013,0.015,0.14517303973500045,0.1977062,0.05926480000000016
1985,0.5655964500000001,0.2965709032099995,0.5556424000000012,0.6015154800000013,0.0215,0.11373855807499987,0.19920644999999984,0.05846480000000005
1986,0.5509485500000019,0.285080656425,0.5409334000000001,0.6149545999999998,0.016,0.10994085436499992,0.21187945000000014,0.0648161
1987,0.5414511794871785,0.3116640663948722,0.5410193333333342,0.5798395538461533,0.02666666666666667,0.10197451746666662,0.20201810256410305,0.05778964102564102
1988,0.54648538974359,0.32200994651282105,0.5404594358974372,0.5856792461538458,0.05333333333333334,0.11719038022051302,0.20770753846153808,0.06609989743589745
1989,0.5483329000000007,0.31335125181500095,0.5472274499999988,0.584046375000001,0.04,0.11318254461499995,0.19908020000000012,0.06393924999999995
1990,0.5265268499999999,0.33286995058500013,0.5352986500000001,0.5715913950000007,0.044,0.12582626809499972,0.19096090000000004,0.06434529999999995
1991,0.5486552307692295,0.33276529163076995,0.5558243589743591,0.5594023641025635,0.059487179487179485,0.11509233979999992,0.18862892307692355,0.07110158974358982
1992,0.5590983000000014,0.3208087638250009,0.5550648499999989,0.5828642050000001,0.0875,0.1006900830649998,0.20024550000000071,0.07306230000000007
1993,0.5555684500000001,0.3090685537400004,0.5698781500000001,0.5625599100000002,0.086,0.11529396538000007,0.1949322500000003,0.07635054999999993
1994,0.5266491500000006,0.3062343630899999,0.5528299500000016,0.578772685000001,0.1325,0.11188575994999997,0.1921651000000001,0.07604935000000011
1995,0.5302466999999994,0.30251180612000045,0.5590457500000001,0.5785795100000009,0.1395,0.12326879606999998,0.20137370000000038,0.08375444999999988
1996,0.5608732500000001,0.30102687980000065,0.5878306000000001,0.5860684750000011,0.153,0.09505281203500011,0.19868630000000018,0.08607765000000005
1997,0.5485525000000002,0.3067156934549995,0.5768138499999994,0.5986987151000001,0.125,0.10469017861999998,0.19847880000000026,0.08850605000000017
1998,0.5377209000000001,0.29148946157000016,0.5862116499999998,0.6051975050000015,0.163,0.11132575034999989,0.1937308999999996,0.09173105000000006
1999,0.5564528446950284,0.2715901110661201,0.5821579190158892,0.6375226022552535,0.16094310609943618,0.09406814106611991,0.20630804715530507,0.09440717580727809
2000,0.5594754601226991,0.28932270051635994,0.590918047034764,0.6254128323108387,0.1549079754601227,0.10116776879345594,0.1976860429447853,0.08920541922290394
2001,0.541479107231919,0.2868424748428933,0.5833178553615969,0.6269855221945144,0.1690773067331671,0.10721401899251869,0.18702563591022492,0.08918229426433916
2002,0.5423971500000008,0.282624289885001,0.5761602999999997,0.6412697960000012,0.115,0.08804835031499995,0.1939111999999998,0.08430759999999995
2003,0.5305042476970324,0.25647051817297833,0.5757633060388944,0.6601652610030712,0.13203684749232344,0.08304927466734914,0.196976305015353,0.09392574206755384
2004,0.5244885554425227,0.2805589466225845,0.5676803662258397,0.6488679450661226,0.15768056968463887,0.07793403490844357,0.2021994404883014,0.09423880976602242
2005,0.5325309230769236,0.25576350686666655,0.5722805641025652,0.653208511282051,0.17435897435897435,0.09019436118461543,0.19008162564102582,0.09333369230769205
2006,0.5200283076923078,0.27998635202564076,0.5682301538461539,0.6503262820512825,0.12512820512820513,0.07770147187692314,0.1882892820512821,0.08584676923076921
2007,0.5167938461538473,0.2540809575538463,0.5634143589743592,0.6683047743589737,0.11846153846153847,0.07295726805128198,0.19612656410256424,0.08434733333333336
2008,0.5275418925831203,0.2491917627212275,0.5791928388746803,0.6714608207672623,0.11713554987212277,0.06366209031713561,0.19843140664961623,0.07735636828644508
2009,0.5071696617346935,0.26192861909693904,0.5641903571428577,0.6707487551020408,0.1489795918367347,0.07587207368367352,0.2052522959183674,0.08545780612244898
2010,0.5208951587301589,0.24268664355158717,0.5724883432539687,0.6817778026289684,0.14434523809523808,0.08298056821924611,0.19970064484126995,0.08103149801587312
2011,0.4724536787307882,0.273182662518592,0.5528669806643526,0.6483008934060499,0.1700545364402578,0.10377233216658402,0.20330882498760572,0.08747927615270201
2012,0.4627090128534706,0.24995304438046245,0.5708818508997433,0.6565714601542408,0.18611825192802056,0.0852055206786632,0.18973300771208237,0.08174246786632405
2013,0.45474119433198346,0.2574880859564779,0.5711480263157896,0.6455968914473688,0.22064777327935223,0.09836505391700387,0.19963081983805714,0.09384888663967614
2014,0.4630487780548628,0.24931264588029906,0.5899476807980057,0.6487954437905223,0.21895261845386535,0.07656955483790515,0.1918215960099752,0.08406054862842896
2015,0.43209836879432534,0.25395225771023316,0.5937740628166152,0.6270642715298895,0.2608915906788247,0.10678687805471139,0.18885643363728474,0.09677922998986847
2016,0.4315320589872012,0.28417102995548144,0.600202392877018,0.5928552316082347,0.3099610461880913,0.09398438711741793,0.18116989426822502,0.10431329994435184
2017,0.4164763112449793,0.2860990665261043,0.6122170180722886,0.5904210208835337,0.33835341365461846,0.09709060906626499,0.1917126004016064,0.1105364959839356
2018,0.4479212743699474,0.26763299077508357,0.6635004755111744,0.6024346220161672,0.42796005706134094,0.054217121669044195,0.17632553495007114,0.12717555872563022
2019,0.4588176295536167,0.2782985863365824,0.6448141097998967,0.5932240360184717,0.3986659825551565,0.07764024697280643,0.17261641867624464,0.12104335556695732
2020,0.5010478078817729,0.2199308880935964,0.6929043349753701,0.6312316354679793,0.49556650246305417,0.016375524305418724,0.1785354187192117,0.14138369458128058
